,Movie Name,Star1,Star2,Star3,Star4,Genre1,Genre2,Genre3,Gross Collection,Certification,votes
883,Safe, Jason Statham, Catherine Chan, Chris Sarandon, Robert John Burke,Action, Crime, Thriller,17.14,R ,"113,545"
884,National Treasure: Book of Secrets, Nicolas Cage, Diane Kruger, Justin Bartha, Jon Voight,Action, Adventure, Mystery,219.96,PG ,"245,377"
885,Young Guns II, Emilio Estevez, Kiefer Sutherland, Lou Diamond Phillips, Christian Slater,Action, Drama, Western,44.14,PG-13 ,"37,651"
886,A Walk Among the Tombstones, Liam Neeson, Dan Stevens, David Harbour, Boyd Holbrook,Action, Crime, Drama,26.31,R ,"124,417"
887,Space Cowboys, Clint Eastwood, Tommy Lee Jones, Donald Sutherland, James Garner,Action, Adventure, Thriller,90.46,PG-13 ,"83,752"
888,Underworld: Rise of the Lycans, Rhona Mitra, Michael Sheen, Bill Nighy, Steven Mackintosh,Action, Fantasy, Thriller,45.80,R ,"163,873"
889,Executive Decision, Kurt Russell, Halle Berry, John Leguizamo, Oliver Platt,Action, Adventure, Thriller,56.57,R ,"59,642"
890,Cellular, Kim Basinger, Chris Evans, Jason Statham, William H. Macy,Action, Crime, Thriller,32.00,PG-13 ,"103,138"
891,Self/less, Ryan Reynolds, Natalie Martinez, Matthew Goode, Ben Kingsley,Action, Mystery, Sci-Fi,12.28,PG-13 ,"101,566"
892,Batman: The Movie, Adam West, Burt Ward, Lee Meriwether, Cesar Romero,Action, Adventure, Comedy,Nan,PG ,"34,531"
893,The International, Clive Owen, Naomi Watts, Armin Mueller-Stahl, Ulrich Thomsen,Action, Crime, Drama,25.45,R ,"97,444"
894,The Grandmaster, Tony Leung Chiu-wai, Ziyi Zhang, Jin Zhang, Chang Chen,Action, Biography, Drama,6.59,PG-13 ,"35,552"
895,Hostage, Bruce Willis, Kevin Pollak, Serena Scott Thomas, Jimmy Bennett,Action, Crime, Drama,34.64,R ,"112,182"
896,Space Sweepers, Song Joong-ki, Kim Tae-ri, Jin Seon-kyu, Hae-Jin Yoo,Action, Adventure, Drama,Nan,TV-MA ,"27,134"
897,Premium Rush, Joseph Gordon-Levitt, Michael Shannon, Dania Ramirez, Sean Kennedy,Action, Crime, Thriller,20.28,PG-13 ,"116,272"
898,Flyboys, James Franco, Jean Reno, Jennifer Decker, Scott Hazell,Action, Drama, History,13.08,PG-13 ,"43,575"
899,The Four Feathers, Heath Ledger, Wes Bentley, Kate Hudson, Mohamed Bouich,Action, Adventure, Drama,18.31,PG-13 ,"34,851"
900,Heist, Gene Hackman, Rebecca Pidgeon, Danny DeVito, Delroy Lindo,Action, Crime, Drama,0.05,R ,"38,124"
901,War, Hrithik Roshan, Tiger Shroff, Vaani Kapoor, Ashutosh Rana,Action, Adventure, Thriller,Nan,Not Rated ,"29,478"
902,Ladder 49, Joaquin Phoenix, John Travolta, Jacinda Barrett, Robert Patrick,Action, Drama, Thriller,74.54,PG-13 ,"58,613"
903,Taxi 2, Samy Naceri, Frédéric Diefenthal, Emma Wiklund, Marion Cotillard,Action, Comedy, Crime,0.73,Not Rated ,"57,378"
904,Spartan, Val Kilmer, Derek Luke, William H. Macy, Tia Texada,Action, Crime, Drama,4.43,R ,"32,515"
905,Dhoom 2, Hrithik Roshan, Abhishek Bachchan, Aishwarya Rai Bachchan, Uday Chopra,Action, Crime, Thriller,2.64,Not Rated ,"28,273"
906,District 13: Ultimatum, Cyril Raffaelli, David Belle, Philippe Torreton, Daniel Duval,Action, Crime, Thriller,0.04,R ,"45,489"
907,Conquest 1453, Devrim Evin, Ibrahim Celikkol, Dilek Serbest, Cengiz Coskun,Action, Drama, History,0.07,Not Rated ,"58,604"
908,Valerian and the City of a Thousand Planets, Dane DeHaan, Cara Delevingne, Clive Owen, Rihanna,Action, Adventure, Fantasy,41.19,PG-13 ,"188,755"
909,Greenland, Gerard Butler, Morena Baccarin, Roger Dale Floyd, Scott Glenn,Action, Thriller,Nan,Nan,PG-13 ,"123,865"
910,Escape Room, Taylor Russell, Logan Miller, Jay Ellis, Tyler Labine,Action, Adventure, Horror,57.01,PG-13 ,"131,386"
911,Lucy, Scarlett Johansson, Morgan Freeman, Choi Min-sik, Amr Waked,Action, Sci-Fi, Thriller,126.66,R ,"512,272"
912,Twister, Helen Hunt, Bill Paxton, Cary Elwes, Jami Gertz,Action, Adventure, Thriller,241.72,PG-13 ,"203,090"
913,The Day After Tomorrow, Dennis Quaid, Jake Gyllenhaal, Emmy Rossum, Dash Mihok,Action, Adventure, Sci-Fi,186.74,PG-13 ,"460,212"
914,Batman v Superman: Dawn of Justice, Ben Affleck, Henry Cavill, Amy Adams, Jesse Eisenberg,Action, Adventure, Sci-Fi,330.36,PG-13 ,"712,485"
915,Last Action Hero, Arnold Schwarzenegger, F. Murray Abraham, Art Carney, Charles Dance,Action, Adventure, Comedy,50.02,PG-13 ,"157,319"
916,The Mummy Returns, Brendan Fraser, Rachel Weisz, John Hannah, Arnold Vosloo,Action, Adventure, Fantasy,202.02,PG-13 ,"335,148"
917,The Expendables, Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren,Action, Adventure, Thriller,103.07,R ,"353,234"
918,Triple Frontier, Ben Affleck, Oscar Isaac, Charlie Hunnam, Garrett Hedlund,Action, Thriller,Nan,Nan,R ,"136,192"
919,Godzilla, Aaron Taylor-Johnson, Elizabeth Olsen, Bryan Cranston, Ken Watanabe,Action, Adventure, Sci-Fi,200.68,PG-13 ,"423,156"
920,Riddick, Vin Diesel, Karl Urban, Katee Sackhoff, Jordi Mollà,Action, Adventure, Sci-Fi,42.03,R ,"172,886"
921,The Punisher, Thomas Jane, John Travolta, Samantha Mathis, Laura Harring,Action, Crime, Drama,33.81,R ,"164,877"
922,Alien³, Sigourney Weaver, Charles S. Dutton, Charles Dance, Paul McGann,Action, Horror, Sci-Fi,55.47,R ,"307,845"
923,Tomorrowland, George Clooney, Britt Robertson, Hugh Laurie, Raffey Cassidy,Action, Adventure, Family,93.44,PG ,"186,410"
924,Angel Has Fallen, Gerard Butler, Frederick Schmidt, Danny Huston, Rocci Boy Williams,Action, Thriller,Nan,69.03,R ,"103,223"
925,Army of Thieves, Matthias Schweighöfer, Nathalie Emmanuel, Ruby O. Fee, Stuart Martin,Action, Comedy, Crime,Nan,TV-MA ,"82,277"
926,Need for Speed, Aaron Paul, Dominic Cooper, Imogen Poots, Kid Cudi,Action, Adventure, Thriller,43.58,PG-13 ,"174,360"
927,Salt, Angelina Jolie, Liev Schreiber, Chiwetel Ejiofor, Daniel Olbrychski,Action, Thriller,Nan,118.31,PG-13 ,"321,638"
928,The Three Musketeers, Charlie Sheen, Kiefer Sutherland, Chris O'Donnell, Oliver Platt,Action, Adventure, Romance,53.90,PG ,"56,972"
929,Pain & Gain, Mark Wahlberg, Dwayne Johnson, Anthony Mackie, Tony Shalhoub,Action, Comedy, Crime,49.88,R ,"222,666"
930,The Vault, Freddie Highmore, Astrid Bergès-Frisbey, Sam Riley, Liam Cunningham,Action, Adventure, Thriller,Nan,R ,"28,079"
931,Death Race, Jason Statham, Joan Allen, Tyrese Gibson, Ian McShane,Action, Sci-Fi, Thriller,36.32,R ,"213,729"
932,Now You See Me 2, Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Dave Franco,Action, Adventure, Comedy,65.08,PG-13 ,"303,467"
933,Hancock, Will Smith, Charlize Theron, Jason Bateman, Jae Head,Action, Comedy, Drama,227.95,PG-13 ,"495,310"
934,Revenge, Matilda Anna Ingrid Lutz, Kevin Janssens, Vincent Colombe, Guillaume Bouchède,Action, Drama, Horror,0.10,R ,"45,722"
935,Monsters vs, Reese Witherspoon, Rainn Wilson, Stephen Colbert, Seth Rogen,Animation, Action, Adventure,198.35,PG ,"169,104"
936,Tango & Cash, Sylvester Stallone, Kurt Russell, Teri Hatcher, Jack Palance,Action, Comedy, Crime,63.41,R ,"109,596"
937,Rat Race, Breckin Meyer, Amy Smart, Whoopi Goldberg, Vince Vieluf,Action, Adventure, Comedy,56.62,PG-13 ,"119,476"
938,The Sum of All Fears, Ben Affleck, Morgan Freeman, Ian Mongrain, Russell Bobbitt,Action, Drama, Thriller,118.91,PG-13 ,"120,352"
939,Savages, Aaron Taylor-Johnson, Taylor Kitsch, Blake Lively, Benicio Del Toro,Action, Crime, Drama,47.38,R ,"132,327"
940,Predators, Adrien Brody, Laurence Fishburne, Topher Grace, Alice Braga,Action, Adventure, Fantasy,52.00,R ,"237,059"
941,Colombiana, Zoe Saldana, Michael Vartan, Callum Blue, Jordi Mollà,Action, Drama, Thriller,36.67,PG-13 ,"104,130"
942,The Lone Ranger, Johnny Depp, Armie Hammer, William Fichtner, Tom Wilkinson,Action, Adventure, Western,89.30,PG-13 ,"239,314"
943,The World Is Not Enough, Pierce Brosnan, Sophie Marceau, Robert Carlyle, Denise Richards,Action, Adventure, Thriller,126.94,PG-13 ,"204,961"
944,Act of Valor, Alex Veadov, Roselyn Sanchez, Nestor Serrano, Rorke Denver,Action, Adventure, Thriller,70.01,R ,"70,369"
945,Darkman, Liam Neeson, Frances McDormand, Colin Friels, Larry Drake,Action, Sci-Fi, Thriller,33.88,R ,"67,194"
946,Faster, Dwayne Johnson, Billy Bob Thornton, Maggie Grace, Mauricio Lopez,Action, Crime, Drama,23.24,R ,"109,896"
947,The Purge: Anarchy, Frank Grillo, Carmen Ejogo, Zach Gilford, Kiele Sanchez,Action, Horror, Sci-Fi,71.96,R ,"156,781"
948,Behind Enemy Lines, Gene Hackman, Owen Wilson, Gabriel Macht, Charles Malik Whitfield,Action, Drama, Thriller,59.07,PG-13 ,"108,946"
949,DragonHeart, Dennis Quaid, Sean Connery, Dina Meyer, Pete Postlethwaite,Action, Adventure, Fantasy,51.37,PG-13 ,"99,611"
950,Kickboxer, Jean-Claude Van Damme, Dennis Alexio, Dennis Chan, Michel Qissi,Action, Sport, Thriller,14.70,R ,"58,014"
951,The Angry Birds Movie 2, Jason Sudeikis, Josh Gad, Leslie Jones, Bill Hader,Animation, Action, Adventure,41.66,PG ,"32,129"
952,The Taking of Pelham 123, Denzel Washington, John Travolta, Luis Guzmán, Victor Gojcaj,Action, Crime, Thriller,65.45,R ,"202,335"
953,Star Trek: Nemesis, Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton,Action, Adventure, Sci-Fi,43.25,PG-13 ,"81,712"
954,Killer Elite, Jason Statham, Clive Owen, Robert De Niro, Dominic Purcell,Action, Crime, Thriller,25.12,R ,"132,971"
955,The Jackal, Bruce Willis, Richard Gere, Sidney Poitier, Diane Venora,Action, Crime, Drama,54.93,R ,"120,603"
956,Let's Be Cops, Jake Johnson, Damon Wayans Jr., Rob Riggle, Nina Dobrev,Action, Comedy, Crime,82.39,R ,"137,166"
957,Star Trek: Insurrection, Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton,Action, Adventure, Sci-Fi,70.12,PG ,"77,402"
958,Snitch, Dwayne Johnson, Susan Sarandon, Jon Bernthal, Rafi Gavron,Action, Drama, Thriller,42.93,PG-13 ,"90,409"
959,The Siege, Denzel Washington, Bruce Willis, Annette Bening, Tony Shalhoub,Action, Thriller,Nan,40.98,R ,"75,383"
960,Lock Up, Sylvester Stallone, Donald Sutherland, John Amos, Sonny Landham,Action, Crime, Drama,22.10,R ,"44,728"
961,Blood Father, Mel Gibson, Erin Moriarty, Diego Luna, Michael Parks,Action, Crime, Drama,Nan,R ,"66,001"
962,Daybreakers, Ethan Hawke, Willem Dafoe, Sam Neill, Harriet Minto-Day,Action, Horror, Sci-Fi,30.10,R ,"131,698"
963,Kill List, Neil Maskell, MyAnna Buring, Harry Simpson, Michael Smiley,Action, Crime, Horror,0.03,Not Rated ,"42,821"
964,Live by Night, Ben Affleck, Elle Fanning, Brendan Gleeson, Chris Messina,Action, Crime, Drama,10.38,R ,"58,580"
965,Shaft, Samuel L. Jackson, Jessie T. Usher, Richard Roundtree, Regina Hall,Action, Comedy, Crime,21.36,R ,"56,061"
966,Basic, John Travolta, Samuel L. Jackson, Connie Nielsen, Tim Daly,Action, Crime, Drama,26.54,R ,"64,520"
967,The Rover, Guy Pearce, Robert Pattinson, Scoot McNairy, David Field,Action, Crime, Drama,1.11,R ,"49,799"
968,Chaos, Jason Statham, Ryan Phillippe, Wesley Snipes, Henry Czerny,Action, Crime, Drama,Nan,R ,"56,198"
969,Contraband, Mark Wahlberg, Giovanni Ribisi, Kate Beckinsale, Robert Wahlberg,Action, Crime, Drama,66.53,R ,"124,662"
970,Batman: The Killing Joke, Kevin Conroy, Mark Hamill, Tara Strong, Ray Wise,Animation, Action, Crime,3.78,R ,"59,244"
971,The Omega Man, Charlton Heston, Anthony Zerbe, Rosalind Cash, Paul Koslo,Action, Drama, Sci-Fi,8.72,PG ,"32,804"
972,Here Comes the Boom, Kevin James, Salma Hayek, Henry Winkler, Greg Germann,Action, Comedy, Sport,45.29,PG ,"93,484"
973,From Paris with Love, John Travolta, Jonathan Rhys Meyers, Kasia Smutniak, Richard Durden,Action, Crime, Thriller,23.98,R ,"119,393"
974,Final Fantasy: The Spirits Within, Alec Baldwin, Steve Buscemi, Ming-Na Wen, Ving Rhames,Animation, Action, Adventure,32.13,PG-13 ,"83,040"
975,Black Death, Eddie Redmayne, Sean Bean, Carice van Houten, Kimberley Nixon,Action, Drama, History,0.02,R ,"49,689"
976,Just Cause, Sean Connery, Laurence Fishburne, Kate Capshaw, Blair Underwood,Action, Crime, Drama,36.85,R ,"28,266"
977,How I Live Now, Saoirse Ronan, Tom Holland, George MacKay, Harley Bird,Action, Adventure, Drama,0.06,R ,"31,225"
978,The Prophecy, Christopher Walken, Elias Koteas, Virginia Madsen, Eric Stoltz,Action, Crime, Drama,16.12,R ,"32,176"
979,Last Man Standing, Bruce Willis, Bruce Dern, William Sanderson, Christopher Walken,Action, Crime, Drama,17.60,R ,"59,537"
980,Dead Man Down, Colin Farrell, Noomi Rapace, Dominic Cooper, Terrence Howard,Action, Crime, Drama,10.88,R ,"69,119"
981,Black and Blue, Naomie Harris, Tyrese Gibson, Frank Grillo, Mike Colter,Action, Thriller,Nan,22.06,R ,"25,235"
982,Blood Work, Clint Eastwood, Jeff Daniels, Anjelica Huston, Wanda De Jesus,Action, Crime, Drama,26.20,R ,"46,365"
983,Son of a Gun, Ewan McGregor, Brenton Thwaites, Alicia Vikander, Brendan Kerkvliet,Action, Crime, Drama,0.00,R ,"28,856"
984,Night Watch, Konstantin Khabenskiy, Vladimir Menshov, Mariya Poroshina, Valeriy Zolotukhin,Action, Fantasy, Horror,1.49,R ,"54,684"
985,Ned Kelly, Heath Ledger, Orlando Bloom, Geoffrey Rush, Naomi Watts,Action, Adventure, Biography,0.07,R ,"27,576"
986,Resident Evil: Degeneration, Paul Mercier, Alyson Court, Laura Bailey, Roger Craig Smith,Animation, Action, Horror,Nan,R ,"32,175"
987,Day Watch, Konstantin Khabenskiy, Mariya Poroshina, Vladimir Menshov, Galina Tyunina,Action, Fantasy, Horror,0.45,R ,"34,908"
988,Redirected, Vinnie Jones, Scot Williams, Gil Darnell, Oliver Jackson,Action, Comedy, Crime,Nan,Not Rated ,"34,324"
989,Fast X, Vin Diesel, Michelle Rodriguez, Jason Statham, Jordana Brewster,Action, Adventure, Crime,Nan,PG-13 ,"37,827"
990,Operation Fortune: Ruse de Guerre, Jason Statham, Aubrey Plaza, Cary Elwes, Hugh Grant,Action, Comedy, Thriller,Nan,R ,"56,634"
991,Black Adam, Dwayne Johnson, Aldis Hodge, Pierce Brosnan, Noah Centineo,Action, Adventure, Fantasy,168.15,PG-13 ,"246,954"
992,Uncharted, Tom Holland, Mark Wahlberg, Antonio Banderas, Sophia Ali,Action, Adventure,Nan,148.65,PG-13 ,"228,472"
993,Eternals, Gemma Chan, Richard Madden, Angelina Jolie, Salma Hayek,Action, Adventure, Fantasy,164.87,PG-13 ,"359,679"
994,The King's Man, Ralph Fiennes, Gemma Arterton, Rhys Ifans, Harris Dickinson,Action, Adventure, Thriller,37.18,R ,"158,169"
995,Dune, Kyle MacLachlan, Virginia Madsen, Francesca Annis, Leonardo Cimino,Action, Adventure, Sci-Fi,30.93,PG-13 ,"165,853"
996,Terminator Genisys, Arnold Schwarzenegger, Jason Clarke, Emilia Clarke, Jai Courtney,Action, Adventure, Sci-Fi,89.76,PG-13 ,"284,580"
997,Spider-Man 3, Tobey Maguire, Kirsten Dunst, Topher Grace, Thomas Haden Church,Action, Adventure, Sci-Fi,336.53,PG-13 ,"608,287"
998,Godzilla vs, Alexander Skarsgård, Millie Bobby Brown, Rebecca Hall, Brian Tyree Henry,Action, Sci-Fi, Thriller,100.92,PG-13 ,"220,081"
999,Sky High, Kurt Russell, Kelly Preston, Michael Angarano, Danielle Panabaker,Action, Comedy, Family,63.95,PG ,"90,828"
1000,Red Notice, Dwayne Johnson, Ryan Reynolds, Gal Gadot, Ritu Arya,Action, Comedy, Thriller,Nan,PG-13 ,"291,256"
1001,Knight and Day, Tom Cruise, Cameron Diaz, Peter Sarsgaard, Jordi Mollà,Action, Adventure, Comedy,76.42,PG-13 ,"202,610"
1002,Ocean's Eight, Sandra Bullock, Cate Blanchett, Anne Hathaway, Mindy Kaling,Action, Comedy, Crime,140.22,PG-13 ,"229,495"
1003,Red Dawn, Patrick Swayze, C. Thomas Howell, Lea Thompson, Charlie Sheen,Action, Drama, Thriller,38.38,PG-13 ,"60,169"
1004,King Arthur, Clive Owen, Stephen Dillane, Keira Knightley, Ioan Gruffudd,Action, Adventure, Drama,51.88,PG-13 ,"171,813"
1005,The Last Stand, Arnold Schwarzenegger, Forest Whitaker, Johnny Knoxville, Rodrigo Santoro,Action, Thriller, Western,12.05,R ,"142,423"
1006,The Shallows, Blake Lively, Óscar Jaenada, Angelo Josue Lozano Corzo, Joseph Salas,Action, Drama, Horror,55.12,PG-13 ,"137,877"
1007,Run Hide Fight, Isabel May, Radha Mitchell, Thomas Jane, Eli Brown,Action, Crime, Drama,Nan,TV-MA ,"25,357"
1008,Tomb Raider, Alicia Vikander, Dominic West, Walton Goggins, Daniel Wu,Action, Adventure, Fantasy,58.25,PG-13 ,"219,747"
1009,Polar, Mads Mikkelsen, Vanessa Hudgens, Katheryn Winnick, Fei Ren,Action, Thriller,Nan,Nan,TV-MA ,"94,268"
1010,Ghost in the Shell, Scarlett Johansson, Pilou Asbæk, Takeshi Kitano, Juliette Binoche,Action, Crime, Drama,40.56,PG-13 ,"220,794"
1011,Terminator 3: Rise of the Machines, Arnold Schwarzenegger, Nick Stahl, Kristanna Loken, Claire Danes,Action, Sci-Fi,Nan,150.37,R ,"407,896"
1012,Waterworld, Kevin Costner, Jeanne Tripplehorn, Dennis Hopper, Tina Majorino,Action, Adventure, Sci-Fi,88.25,PG-13 ,"202,357"
1013,The Bodyguard, Kevin Costner, Whitney Houston, Gary Kemp, Bill Cobbs,Action, Drama, Music,121.95,R ,"141,275"
1014,Central Intelligence, Dwayne Johnson, Kevin Hart, Danielle Nicolet, Amy Ryan,Action, Comedy, Crime,127.44,PG-13 ,"200,473"
1015,White House Down, Channing Tatum, Jamie Foxx, Maggie Gyllenhaal, Jason Clarke,Action, Drama, Thriller,73.10,PG-13 ,"228,584"
1016,Every Which Way But Loose, Clint Eastwood, Sondra Locke, Geoffrey Lewis, Beverly D'Angelo,Action, Comedy,Nan,106.00,PG ,"28,768"
1017,Spectral, James Badge Dale, Emily Mortimer, Bruce Greenwood, Max Martini,Action, Adventure, Sci-Fi,Nan,PG-13 ,"61,763"
1018,Maze Runner: The Scorch Trials, Dylan O'Brien, Kaya Scodelario, Thomas Brodie-Sangster, Giancarlo Esposito,Action, Adventure, Sci-Fi,81.70,PG-13 ,"261,097"
1019,Miss Congeniality, Sandra Bullock, Michael Caine, Benjamin Bratt, Candice Bergen,Action, Comedy, Crime,106.81,PG-13 ,"219,001"
1020,A View to a Kill, Roger Moore, Christopher Walken, Tanya Roberts, Grace Jones,Action, Adventure, Thriller,50.33,PG ,"101,170"
1021,Bright, Will Smith, Joel Edgerton, Noomi Rapace, Edgar Ramírez,Action, Fantasy, Thriller,Nan,TV-MA ,"195,028"
1022,Unlocked, Noomi Rapace, Orlando Bloom, Toni Collette, John Malkovich,Action, Thriller,Nan,Nan,R ,"37,051"
1023,The Angry Birds Movie, Jason Sudeikis, Josh Gad, Danny McBride, Maya Rudolph,Animation, Action, Adventure,107.51,PG ,"97,710"
1024,Predator 2, Danny Glover, Gary Busey, Kevin Peter Hall, Rubén Blades,Action, Horror, Sci-Fi,30.67,R ,"174,730"
1025,Criminal, Kevin Costner, Ryan Reynolds, Gal Gadot, Gary Oldman,Action, Sci-Fi, Thriller,14.27,R ,"68,213"
1026,My Spy, Dave Bautista, Chloe Coleman, Parisa Fitz-Henley, Kristen Schaal,Action, Comedy,Nan,Nan,PG-13 ,"32,459"
1027,The Collector, Josh Stewart, Andrea Roth, Juan Fernández, William Prael,Action, Horror, Thriller,7.71,R ,"68,516"
1028,Transporter 2, Jason Statham, Amber Valletta, Kate Nauta, Alessandro Gassmann,Action, Crime, Thriller,43.10,PG-13 ,"208,412"
1029,Scouts Guide to the Zombie Apocalypse, Tye Sheridan, Logan Miller, Joey Morgan, Sarah Dumont,Action, Comedy, Horror,3.64,R ,"52,554"
1030,Guns Akimbo, Daniel Radcliffe, Samara Weaving, Ned Dennehy, Natasha Liu Bordizzo,Action, Comedy, Crime,Nan,R ,"64,797"
1031,Once Upon a Time in Mexico, Antonio Banderas, Salma Hayek, Johnny Depp, Willem Dafoe,Action, Crime, Thriller,56.36,R ,"165,943"
1032,Beowulf, Ray Winstone, Crispin Glover, Angelina Jolie, Robin Wright,Animation, Action, Adventure,82.16,PG-13 ,"170,879"
1033,Sand Castle, Nicholas Hoult, Logan Marshall-Green, Henry Cavill, Glen Powell,Action, Drama, War,Nan,TV-MA ,"25,295"
1034,Death Wish, Bruce Willis, Vincent D'Onofrio, Elisabeth Shue, Camila Morrone,Action, Crime, Drama,34.02,R ,"74,112"
1035,The Take, Idris Elba, Richard Madden, Charlotte Le Bon, Kelly Reilly,Action, Crime, Drama,0.04,R ,"47,025"
1036,The Commuter, Liam Neeson, Vera Farmiga, Patrick Wilson, Jonathan Banks,Action, Mystery, Thriller,36.34,PG-13 ,"119,679"
1037,The Dead Pool, Clint Eastwood, Liam Neeson, Patricia Clarkson, Evan C. Kim,Action, Crime, Mystery,37.90,R ,"47,364"
1038,#Alive, Yoo Ah-in, Park Shin-Hye, Jeon Bae-soo, Hyun-Wook Lee,Action, Drama, Horror,Nan,TV-MA ,"43,536"
1039,The Black Cauldron, Grant Bardsley, Freddie Jones, Susan Sheridan, Nigel Hawthorne,Animation, Action, Adventure,21.29,PG ,"38,384"
1040,Surrogates, Bruce Willis, Radha Mitchell, Ving Rhames, Rosamund Pike,Action, Sci-Fi, Thriller,38.58,PG-13 ,"177,738"
1041,Revolver, Jason Statham, Ray Liotta, André 3000, Vincent Pastore,Action, Crime, Drama,0.08,R ,"99,121"
1042,Ninja Assassin, Rain, Rick Yune, Naomie Harris, Joon Lee,Action, Thriller,Nan,38.11,R ,"73,876"
1043,Osmosis Jones, Laurence Fishburne, Chris Rock, David Hyde Pierce, Brandy Norwood,Animation, Action, Adventure,13.60,PG ,"37,393"
1044,The American, George Clooney, Paolo Bonacelli, Violante Placido, Irina Björklund,Action, Crime, Drama,35.61,R ,"99,938"
1045,Triple 9, Casey Affleck, Chiwetel Ejiofor, Anthony Mackie, Aaron Paul,Action, Crime, Thriller,12.63,R ,"74,473"
1046,Paycheck, Ben Affleck, Aaron Eckhart, Uma Thurman, Michael C. Hall,Action, Mystery, Sci-Fi,53.79,PG-13 ,"110,892"
1047,This Means War, Reese Witherspoon, Chris Pine, Tom Hardy, Til Schweiger,Action, Comedy, Romance,54.76,PG-13 ,"190,456"
1048,Entrapment, Sean Connery, Catherine Zeta-Jones, Ving Rhames, Will Patton,Action, Crime, Romance,87.70,PG-13 ,"120,268"
1049,Underworld: Awakening, Kate Beckinsale, Michael Ealy, India Eisley, Stephen Rea,Action, Fantasy, Horror,62.32,R ,"157,826"
1050,Blue Streak, Martin Lawrence, Luke Wilson, Peter Greene, Dave Chappelle,Action, Comedy, Crime,68.52,PG-13 ,"86,012"
1051,Johnny English Reborn, Rowan Atkinson, Rosamund Pike, Dominic West, Roger Barclay,Action, Adventure, Comedy,8.31,PG ,"135,455"
1052,Centurion, Michael Fassbender, Dominic West, Olga Kurylenko, Andreas Wisniewski,Action, Drama, History,0.12,R ,"84,473"
1053,Mr, Anna Kendrick, Sam Rockwell, Tim Roth, James Ransone,Action, Comedy, Romance,0.03,R ,"58,129"
1054,Free Fire, Sharlto Copley, Brie Larson, Armie Hammer, Cillian Murphy,Action, Comedy, Crime,1.80,R ,"48,278"
1055,Repo Men, Jude Law, Forest Whitaker, Alice Braga, Liev Schreiber,Action, Sci-Fi, Thriller,13.79,R ,"108,857"
1056,Risen, Joseph Fiennes, Tom Felton, Peter Firth, Cliff Curtis,Action, Drama, History,36.87,PG-13 ,"29,567"
1057,Assassins, Sylvester Stallone, Antonio Banderas, Julianne Moore, Anatoli Davydov,Action, Crime, Thriller,30.31,R ,"85,834"
1058,Escape from the Planet of the Apes, Roddy McDowall, Kim Hunter, Bradford Dillman, Natalie Trundy,Action, Sci-Fi,Nan,12.30,G ,"36,977"
1059,Nick of Time, Johnny Depp, Christopher Walken, Courtney Chase, Charles S. Dutton,Action, Crime, Drama,8.17,R ,"44,002"
1060,Assault on Precinct 13, Ethan Hawke, Laurence Fishburne, Gabriel Byrne, Maria Bello,Action, Crime, Drama,19.98,R ,"80,435"
1061,7500, Joseph Gordon-Levitt, Omid Memar, Aylin Tezel, Carlo Kitzlinger,Action, Drama, Thriller,Nan,R ,"30,512"
1062,Proof of Life, Meg Ryan, Russell Crowe, David Morse, Pamela Reed,Action, Drama, Thriller,32.60,R ,"58,017"
1063,Formula 51, Samuel L. Jackson, Robert Carlyle, Emily Mortimer, Nigel Whitmey,Action, Comedy, Crime,5.20,R ,"50,174"
1064,ARQ, Robbie Amell, Rachael Taylor, Shaun Benson, Gray Powell,Action, Sci-Fi, Thriller,Nan,TV-MA ,"40,508"
1065,Charlie Countryman, Shia LaBeouf, Evan Rachel Wood, Mads Mikkelsen, Til Schweiger,Action, Comedy, Drama,0.01,R ,"29,158"
1066,Toofaan, Farhan Akhtar, Mrunal Thakur, Paresh Rawal, Mohan Agashe,Action, Drama, Sport,Nan,UA ,"51,779"
1067,Thor: Love and Thunder, Chris Hemsworth, Natalie Portman, Christian Bale, Tessa Thompson,Action, Adventure, Comedy,343.26,PG-13 ,"364,510"
1068,Indiana Jones and the Kingdom of the Crystal Skull, Harrison Ford, Cate Blanchett, Shia LaBeouf, Karen Allen,Action, Adventure,Nan,317.10,PG-13 ,"465,695"
1069,Kindergarten Cop, Arnold Schwarzenegger, Penelope Ann Miller, Pamela Reed, Linda Hunt,Action, Comedy, Crime,91.46,PG-13 ,"155,817"
1070,Mad Max Beyond Thunderdome, Mel Gibson, Tina Turner, Bruce Spence, Adam Cockburn,Action, Adventure, Sci-Fi,36.20,PG-13 ,"141,641"
1071,Terminator: Dark Fate, Linda Hamilton, Arnold Schwarzenegger, Mackenzie Davis, Natalia Reyes,Action, Adventure, Sci-Fi,62.25,R ,"184,619"
1072,Pearl Harbor, Ben Affleck, Kate Beckinsale, Josh Hartnett, William Lee Scott,Action, Drama, History,198.54,PG-13 ,"341,236"
1073,Transformers: Dark of the Moon, Shia LaBeouf, Rosie Huntington-Whiteley, Tyrese Gibson, Josh Duhamel,Action, Adventure, Sci-Fi,352.39,PG-13 ,"418,368"
